Medicamento 	Dosis 	Presentación 	Marca 	Farmacía 	Precio 	Dirección 	Comuna 	Región
25719 	CARVEDILOL 	25 mg 	30 COMPRIMIDOS 	LABORATORIO CHILE S.A. 	Salcobrand 	5099 	Colipi 484 	Copiapó 	Atacama
25720 	PREDNISONA 	20 mg 	20 COMPRIMIDOS RECUBIERTOS 	LABORATORIO CHILE S.A. 	Salcobrand 	4599 	Colipi 484 	Copiapó 	Atacama
25721 	CEUMID 	500 mg 	30 COMPRIMIDOS RECUBIERTOS 	PHARMA INVESTI DE CHILE S.A. 	Salcobrand 	24899 	Colipi 484 	Copiapó 	Atacama
25722 	CEUMID 	1000 mg 	30 COMPRIMIDOS RECUBIERTOS 	PHARMA INVESTI DE CHILE S.A. 	Salcobrand 	40499 	Colipi 484 	Copiapó 	Atacama
25723 	VARTALAN 	320 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS LAFI LTDA. 	Salcobrand 	15099 	Colipi 484 	Copiapó 	Atacama
25724 	MOXAVAL 	400 mg 	10 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS SAVAL S.A. 	Salcobrand 	44299 	Colipi 484 	Copiapó 	Atacama
25725 	CLENTEL 	75 mg 	30 COMPRIMIDOS RECUBIERTOS 	PHARMA INVESTI DE CHILE S.A. 	Salcobrand 	26399 	Colipi 484 	Copiapó 	Atacama
25726 	SIMPERTEN 	100 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIO CHILE S.A. 	Salcobrand 	15199 	Colipi 484 	Copiapó 	Atacama
25727 	AZITROMICINA 	500 mg 	3 COMPRIMIDOS RECUBIERTOS 	MINTLAB Co. S.A. 	Salcobrand 	1599 	Colipi 484 	Copiapó 	Atacama
25728 	GLAUPAX 	500 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIO PASTEUR S.A. 	Salcobrand 	5299 	Colipi 484 	Copiapó 	Atacama
25729 	ILTUX 	40 mg 	28 COMPRIMIDOS RECUBIERTOS 	TECNOFARMA S.A. 	Salcobrand 	16399 	Colipi 484 	Copiapó 	Atacama
25730 	NEURYL 	 2 mg 	30 COMPRIMIDOS 	LABORATORIO BAGÓ DE CHILE S.A. 	Salcobrand 	10999 	Colipi 484 	Copiapó 	Atacama
25731 	LIFTER 	50 mg 	1 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS SAVAL S.A. 	Salcobrand 	1399 	Colipi 484 	Copiapó 	Atacama
25732 	NEPOKARE 	10 mg 	30 COMPRIMIDOS RECUBIERTOS 	ETEX FARMACÉUTICA LTDA. 	Salcobrand 	49699 	Colipi 484 	Copiapó 	Atacama
25733 	BETAPLEX 	12,5 mg 	30 COMPRIMIDOS 	LABORATORIOS LAFI LTDA. 	Salcobrand 	16999 	Colipi 484 	Copiapó 	Atacama
25734 	GLIFORTEX 	850 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS ANDRÓMACO S.A. 	Salcobrand 	9299 	Colipi 484 	Copiapó 	Atacama
25735 	CARVEDILOL 	25 mg 	30 COMPRIMIDOS 	MEDINOVA FARMA LTDA. 	Salcobrand 	5099 	Colipi 484 	Copiapó 	Atacama
25736 	QUETIUM 	25 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS SAVAL S.A. 	Salcobrand 	13199 	Colipi 484 	Copiapó 	Atacama
25737 	IBUPIRAC LC 	400 mg 	20 CÁPSULAS BLANDAS 	CHEMOPHARMA S.A. 	Salcobrand 	3699 	Colipi 484 	Copiapó 	Atacama
25738 	IBUPIRAC LC 	600 mg 	10 CÁPSULAS BLANDAS 	CHEMOPHARMA S.A. 	Salcobrand 	6499 	Colipi 484 	Copiapó 	Atacama
25739 	LUCASTE 	 5 mg 	30 COMPRIMIDOS MASTICABLES 	EUROFARMA CHILE S.A. 	Salcobrand 	18399 	Colipi 484 	Copiapó 	Atacama
25740 	CERCIORA T 	0,75 mg 	2 COMPRIMIDOS 	EXELTIS CHILE S.p.A. 	Salcobrand 	13699 	Colipi 484 	Copiapó 	Atacama
25741 	VALVITAE 	160 mg 	28 COMPRIMIDOS RECUBIERTOS 	GALENICUM HEALTH CHILE S.p.A. 	Salcobrand 	14499 	Colipi 484 	Copiapó 	Atacama
25742 	COXDOS 	200 mg 	10 CÁPSULAS 	LABORATORIOS ANDRÓMACO S.A. 	Salcobrand 	11999 	Colipi 484 	Copiapó 	Atacama
25743 	LODIPRES 	25 mg 	30 COMPRIMIDOS 	LABORATORIO CHILE S.A. 	Salcobrand 	17099 	Colipi 484 	Copiapó 	Atacama
25744 	DIAZEPAM 	10 mg 	20 COMPRIMIDOS 	LABORATORIO CHILE S.A. 	Salcobrand 	899 	Colipi 484 	Copiapó 	Atacama
25745 	ENALTEN 	 5 mg 	30 COMPRIMIDOS 	EUROLAB LTDA. 	Salcobrand 	16999 	Colipi 484 	Copiapó 	Atacama
25746 	LAFIGIN 	50 mg 	30 COMPRIMIDOS 	LABORATORIOS LAFI LTDA. 	Salcobrand 	31899 	Colipi 484 	Copiapó 	Atacama
25747 	FAMOTIDINA 	20 mg 	20 COMPRIMIDOS RECUBIERTOS 	LABORATORIO CHILE S.A. 	Salcobrand 	899 	Colipi 484 	Copiapó 	Atacama
25748 	GESIX 	200 mg 	10 CÁPSULAS 	LABORATORIOS SAVAL S.A. 	Salcobrand 	9999 	Colipi 484 	Copiapó 	Atacama
25749 	DANIELE 	s/i 	28 COMPRIMIDOS RECUBIERTOS 	EXELTIS CHILE S.p.A. 	Salcobrand 	11699 	Colipi 484 	Copiapó 	Atacama
25750 	LADEE 20 	s/i 	28 COMPRIMIDOS RECUBIERTOS 	EXELTIS CHILE S.p.A. 	Salcobrand 	13999 	Colipi 484 	Copiapó 	Atacama
25751 	TAPSIN PURO 	500 mg 	24 COMPRIMIDOS 	LABORATORIO MAVER S.A. 	Salcobrand 	1699 	Colipi 484 	Copiapó 	Atacama
25752 	PLENITEX 	75 mg 	30 CÁPSULAS 	LABORATORIOS RAFFO S.A. 	Salcobrand 	11699 	Colipi 484 	Copiapó 	Atacama
25753 	PLENITEX 	150 mg 	30 CÁPSULAS 	LABORATORIOS RAFFO S.A. 	Salcobrand 	22899 	Colipi 484 	Copiapó 	Atacama
25754 	BETINA 	24 mg 	30 COMPRIMIDOS 	EUROFARMA CHILE S.A. 	Salcobrand 	31999 	Colipi 484 	Copiapó 	Atacama
25755 	OMEPRAZOL 	20 mg 	30 CÁPSULAS CON GRÁNULOS CON RECUBRIMIENTO ENTÉRICO 	LABORATORIO CHILE S.A. 	Salcobrand 	1299 	Colipi 484 	Copiapó 	Atacama
25756 	AZITROMICINA 	500 mg 	3 COMPRIMIDOS RECUBIERTOS 	BLUEPHARMA CHILE S.p.A. 	Salcobrand 	1599 	Colipi 484 	Copiapó 	Atacama
25757 	ROSINA CD 	s/i 	28 COMPRIMIDOS RECUBIERTOS 	COMERCIAL GEDEON RICHTER (CHILE) LTDA. 	Salcobrand 	14699 	Colipi 484 	Copiapó 	Atacama
25758 	SOLUNA-E 20 	s/i 	21 COMPRIMIDOS 	MINTLAB Co. S.A. 	Salcobrand 	8499 	Colipi 484 	Copiapó 	Atacama
25759 	FLUYET 	75 mg 	30 COMPRIMIDOS RECUBIERTOS 	PHARMAVITA S.A. 	Salcobrand 	24299 	Colipi 484 	Copiapó 	Atacama
25760 	DALGIET 	 2 mg 	28 COMPRIMIDOS 	EXELTIS CHILE S.p.A. 	Salcobrand 	17399 	Colipi 484 	Copiapó 	Atacama
25761 	RISPYL 	1 mg 	20 COMPRIMIDOS RECUBIERTOS 	AXON PHARMA S.p.A. 	Salcobrand 	15999 	Colipi 484 	Copiapó 	Atacama
25762 	LIPOX 	20 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIO CHILE S.A. 	Salcobrand 	19299 	Colipi 484 	Copiapó 	Atacama
25763 	GLIDANIL 	850 mg 	30 COMPRIMIDOS RECUBIERTOS 	MEDIPHARM LTDA. 	Salcobrand 	3699 	Colipi 484 	Copiapó 	Atacama
25764 	REUMAZINE 	200 mg 	30 COMPRIMIDOS RECUBIERTOS 	INSTITUTO SANITAS S.A. 	Salcobrand 	19099 	Colipi 484 	Copiapó 	Atacama
25765 	MICROSER 	24 mg 	30 COMPRIMIDOS 	GRÜNENTHAL CHILENA LTDA. 	Salcobrand 	38199 	Colipi 484 	Copiapó 	Atacama
25766 	ECTIEN XR 	37,5 mg 	30 CÁPSULAS CON MICROGRÁNULOS RECUBIERTOS DE LIBERACIÓN PROLONGADA 	LABORATORIO CHILE S.A. 	Salcobrand 	13799 	Colipi 484 	Copiapó 	Atacama
25767 	ECTIEN XR 	75 mg 	30 CÁPSULAS CON MICROGRÁNULOS RECUBIERTOS DE LIBERACIÓN PROLONGADA 	LABORATORIO CHILE S.A. 	Salcobrand 	18999 	Colipi 484 	Copiapó 	Atacama
25768 	ECTIEN XR 	150 mg 	30 CÁPSULAS CON MICROGRÁNULOS RECUBIERTOS DE LIBERACIÓN PROLONGADA 	LABORATORIO CHILE S.A. 	Salcobrand 	37399 	Colipi 484 	Copiapó 	Atacama
25769 	BEJOWA 	 0,5 mg 	30 COMPRIMIDOS 	SANOFI-AVENTIS DE CHILE S.A. 	Salcobrand 	4699 	Colipi 484 	Copiapó 	Atacama
25770 	BEJOWA 	 2 mg 	30 COMPRIMIDOS 	SANOFI-AVENTIS DE CHILE S.A. 	Salcobrand 	8399 	Colipi 484 	Copiapó 	Atacama
25771 	NEURUM 	50 mg 	30 CÁPSULAS 	LABORATORIOS SAVAL S.A. 	Salcobrand 	11299 	Colipi 484 	Copiapó 	Atacama
25772 	ALEXIA 	120 mg 	10 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS SAVAL S.A. 	Salcobrand 	11599 	Colipi 484 	Copiapó 	Atacama
25773 	CARVEDILOL 	25 mg 	30 COMPRIMIDOS 	OPKO CHILE S.A. 	Salcobrand 	5099 	Colipi 484 	Copiapó 	Atacama
25774 	LEVORIGOTAX 	 5 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS PRATER S.A. 	Salcobrand 	5999 	Colipi 484 	Copiapó 	Atacama
25775 	ZIVAL 	 5 mg 	40 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS SAVAL S.A. 	Salcobrand 	11399 	Colipi 484 	Copiapó 	Atacama
25776 	GOFYL 	25 mg 	30 COMPRIMIDOS RECUBIERTOS 	AXON PHARMA S.p.A. 	Salcobrand 	18999 	Colipi 484 	Copiapó 	Atacama
25777 	PREDNISONA 	20 mg 	20 COMPRIMIDOS 	LABORATORIOS ANDRÓMACO S.A. 	Salcobrand 	4599 	Colipi 484 	Copiapó 	Atacama
25778 	NEURUM 	75 mg 	40 CÁPSULAS 	LABORATORIOS SAVAL S.A. 	Salcobrand 	14299 	Colipi 484 	Copiapó 	Atacama
25779 	HIDROCLOROTIAZIDA 	50 mg 	20 COMPRIMIDOS 	LABORATORIO MAVER S.A. 	Salcobrand 	1199 	Colipi 484 	Copiapó 	Atacama
25780 	TOPICTAL 	100 mg 	28 COMPRIMIDOS RECUBIERTOS 	TECNOFARMA S.A. 	Salcobrand 	61299 	Colipi 484 	Copiapó 	Atacama
25781 	REPOSIL 	10 mg 	30 COMPRIMIDOS RECUBIERTOS 	MEDIPHARM LTDA. 	Salcobrand 	14999 	Colipi 484 	Copiapó 	Atacama
25782 	T4 - BAGÓ 	150 mcg 	50 COMPRIMIDOS 	LABORATORIO BAGÓ DE CHILE S.A. 	Salcobrand 	9399 	Colipi 484 	Copiapó 	Atacama
25783 	T4 - BAGÓ 	50 mcg 	50 COMPRIMIDOS 	LABORATORIO BAGÓ DE CHILE S.A. 	Salcobrand 	6999 	Colipi 484 	Copiapó 	Atacama
25784 	DESPEX 	 5 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIO CHILE S.A. 	Salcobrand 	8999 	Colipi 484 	Copiapó 	Atacama
25785 	CLONAZEPAM 	 0,5 mg 	30 COMPRIMIDOS 	LABORATORIO CHILE S.A. 	Salcobrand 	4199 	Colipi 484 	Copiapó 	Atacama
25786 	CLONAZEPAM 	 2 mg 	30 COMPRIMIDOS 	LABORATORIO CHILE S.A. 	Salcobrand 	4699 	Colipi 484 	Copiapó 	Atacama
25787 	MELIC 	15 mg 	10 COMPRIMIDOS 	LABORATORIO PASTEUR S.A. 	Salcobrand 	5399 	Colipi 484 	Copiapó 	Atacama
25788 	TOLEXINE GE 	100 mg 	15 COMPRIMIDOS 	LABORATORIOS D & M PHARMA LTDA. 	Salcobrand 	17999 	Colipi 484 	Copiapó 	Atacama
25789 	AZYMOL 	10 mg 	30 COMPRIMIDOS 	LABORATORIOS RECALCINE S.A. 	Salcobrand 	49099 	Colipi 484 	Copiapó 	Atacama
25790 	AZYMOL 	15 mg 	30 COMPRIMIDOS 	LABORATORIOS RECALCINE S.A. 	Salcobrand 	72499 	Colipi 484 	Copiapó 	Atacama
25791 	CLARIMAX 	500 mg 	14 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS ANDRÓMACO S.A. 	Salcobrand 	24699 	Colipi 484 	Copiapó 	Atacama
25792 	PREDNISONA 	20 mg 	20 COMPRIMIDOS 	LABORATORIO PASTEUR S.A. 	Salcobrand 	4599 	Colipi 484 	Copiapó 	Atacama
25793 	ABACTEN 	500 mg 	6 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS ANDRÓMACO S.A. 	Salcobrand 	21999 	Colipi 484 	Copiapó 	Atacama
25794 	SUCEDAL 	10 mg 	30 COMPRIMIDOS RECUBIERTOS 	PHARMA INVESTI DE CHILE S.A. 	Salcobrand 	25799 	Colipi 484 	Copiapó 	Atacama
25795 	EVIMAL 	10 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS ANDRÓMACO S.A. 	Salcobrand 	68499 	Colipi 484 	Copiapó 	Atacama
25796 	T4 - BAGÓ 	100 mcg 	50 COMPRIMIDOS 	LABORATORIO BAGÓ DE CHILE S.A. 	Salcobrand 	5999 	Colipi 484 	Copiapó 	Atacama
25797 	GOVAL 	 1 mg 	30 COMPRIMIDOS RECUBIERTOS 	PHARMA INVESTI DE CHILE S.A. 	Salcobrand 	16299 	Colipi 484 	Copiapó 	Atacama
25798 	RECAMICINA 	750 mg 	10 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS LAFI LTDA. 	Salcobrand 	19699 	Colipi 484 	Copiapó 	Atacama
25799 	PRODEL 	 4 mg 	10 COMPRIMIDOS 	LABORATORIO PASTEUR S.A. 	Salcobrand 	6999 	Colipi 484 	Copiapó 	Atacama
25800 	CIBLEX 	15 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS LAFI LTDA. 	Salcobrand 	19999 	Colipi 484 	Copiapó 	Atacama
25801 	SOMNIL 	10 mg 	30 COMPRIMIDOS 	TECNOFARMA S.A. 	Salcobrand 	21499 	Colipi 484 	Copiapó 	Atacama
25802 	SOMNIPRON 	10 mg 	20 COMPRIMIDOS RECUBIERTOS 	INSTITUTO SANITAS S.A. 	Salcobrand 	11599 	Colipi 484 	Copiapó 	Atacama
25803 	RUBIFEN 	10 mg 	30 COMPRIMIDOS 	PHARMAVITA S.A. 	Salcobrand 	21799 	Colipi 484 	Copiapó 	Atacama
25804 	DOXICICLINA 	100 mg 	10 COMPRIMIDOS 	LABORATORIO CHILE S.A. 	Salcobrand 	2499 	Colipi 484 	Copiapó 	Atacama
25805 	LORATADINA 	10 mg 	30 COMPRIMIDOS 	LABORATORIO CHILE S.A. 	Salcobrand 	1099 	Colipi 484 	Copiapó 	Atacama
25806 	PAMAX 	20 mg 	30 COMPRIMIDOS RECUBIERTOS 	INSTITUTO SANITAS S.A. 	Salcobrand 	20999 	Colipi 484 	Copiapó 	Atacama
25807 	ZOMETIC 	 7,5 mg 	30 COMPRIMIDOS RECUBIERTOS 	CHEMOPHARMA S.A. 	Salcobrand 	6299 	Colipi 484 	Copiapó 	Atacama
25808 	POSIVYL 	20 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIO CHILE S.A. 	Salcobrand 	36699 	Colipi 484 	Copiapó 	Atacama
25809 	PRECLAR 	500 mg 	14 COMPRIMIDOS RECUBIERTOS 	LABORATORIO CHILE S.A. 	Salcobrand 	25999 	Colipi 484 	Copiapó 	Atacama
25810 	CIPROFLOXACINO 	500 mg 	6 COMPRIMIDOS RECUBIERTOS 	LABORATORIO CHILE S.A. 	Salcobrand 	999 	Colipi 484 	Copiapó 	Atacama
25811 	SIMPERTEN 	50 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIO CHILE S.A. 	Salcobrand 	13999 	Colipi 484 	Copiapó 	Atacama
25812 	SOSTAC 	20 mg 	30 COMPRIMIDOS 	LABORATORIO CHILE S.A. 	Salcobrand 	15999 	Colipi 484 	Copiapó 	Atacama
25813 	TENARON 	15 mg 	10 COMPRIMIDOS 	PHARMA INVESTI DE CHILE S.A. 	Salcobrand 	13799 	Colipi 484 	Copiapó 	Atacama
25814 	HIPOGLUCIN 	850 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIO CHILE S.A. 	Salcobrand 	7099 	Colipi 484 	Copiapó 	Atacama
25815 	ALPRAZOLAM 	 0,5 mg 	30 COMPRIMIDOS 	LABORATORIO CHILE S.A. 	Salcobrand 	1199 	Colipi 484 	Copiapó 	Atacama
25816 	CORTIPREX 	20 mg 	20 COMPRIMIDOS RECUBIERTOS 	LABORATORIO CHILE S.A. 	Salcobrand 	6299 	Colipi 484 	Copiapó 	Atacama
25817 	BETAPLEX 	6,25 mg 	30 COMPRIMIDOS 	LABORATORIOS LAFI LTDA. 	Salcobrand 	9199 	Colipi 484 	Copiapó 	Atacama
25818 	SUPRACALM 	1 g 	20 COMPRIMIDOS 	TECNOFARMA S.A. 	Salcobrand 	9999 	Colipi 484 	Copiapó 	Atacama
25819 	RITMENAL 	300 mg 	30 CÁPSULAS 	INSTITUTO SANITAS S.A. 	Salcobrand 	24299 	Colipi 484 	Copiapó 	Atacama
25820 	RITMENAL 	400 mg 	30 CÁPSULAS 	INSTITUTO SANITAS S.A. 	Salcobrand 	25999 	Colipi 484 	Copiapó 	Atacama
25821 	AUXXIL 	500 mg 	10 COMPRIMIDOS RECUBIERTOS 	LABORATORIO CHILE S.A. 	Salcobrand 	19399 	Colipi 484 	Copiapó 	Atacama
25822 	GLIBENCLAMIDA 	 5 mg 	30 COMPRIMIDOS 	LABORATORIO CHILE S.A. 	Salcobrand 	399 	Colipi 484 	Copiapó 	Atacama
25823 	LORAZEPAM 	 2 mg 	30 COMPRIMIDOS 	LABORATORIO CHILE S.A. 	Salcobrand 	1399 	Colipi 484 	Copiapó 	Atacama
25824 	FUROSEMIDA 	40 mg 	12 COMPRIMIDOS 	LABORATORIO CHILE S.A. 	Salcobrand 	899 	Colipi 484 	Copiapó 	Atacama
25825 	DERMOXYL 	250 mg 	28 COMPRIMIDOS 	LABORATORIO CHILE S.A. 	Salcobrand 	21999 	Colipi 484 	Copiapó 	Atacama
25826 	RECAMICINA 	500 mg 	10 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS LAFI LTDA. 	Salcobrand 	20699 	Colipi 484 	Copiapó 	Atacama
25827 	NEBAPUL 	10 mg 	30 COMPRIMIDOS 	PHARMA INVESTI DE CHILE S.A. 	Salcobrand 	10899 	Colipi 484 	Copiapó 	Atacama
25828 	NORSIC 	25 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS ANDRÓMACO S.A. 	Salcobrand 	24499 	Colipi 484 	Copiapó 	Atacama
25829 	SINGOTEX 	 0,4 mg 	30 COMPRIMIDOS RECUBIERTOS DE LIBERACIÓN PROLONGADA 	LABORATORIOS RAFFO S.A. 	Salcobrand 	10999 	Colipi 484 	Copiapó 	Atacama
25830 	SINCRIS 	 5 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIO CHILE S.A. 	Salcobrand 	22999 	Colipi 484 	Copiapó 	Atacama
25831 	DOLPIC 	200 mg 	10 COMPRIMIDOS 	LABORATORIO PASTEUR S.A. 	Salcobrand 	12499 	Colipi 484 	Copiapó 	Atacama
25832 	FLUCTIN 	150 mg 	2 CÁPSULAS 	LABORATORIOS LAFI LTDA. 	Salcobrand 	22099 	Colipi 484 	Copiapó 	Atacama
25833 	CITALOPRAM 	20 mg 	30 COMPRIMIDOS RECUBIERTOS 	MEDINOVA FARMA LTDA. 	Salcobrand 	6999 	Colipi 484 	Copiapó 	Atacama
25834 	ANASVITAE 	 1 mg 	28 COMPRIMIDOS RECUBIERTOS 	GALENICUM HEALTH CHILE S.p.A. 	Salcobrand 	40999 	Colipi 484 	Copiapó 	Atacama
25835 	ARGIUM 	200 mg 	10 CÁPSULAS 	LABORATORIO CHILE S.A. 	Salcobrand 	9999 	Colipi 484 	Copiapó 	Atacama
25836 	ARATAN 	50 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS ANDRÓMACO S.A. 	Salcobrand 	17999 	Colipi 484 	Copiapó 	Atacama
25837 	DIRTOP 	50 mg 	1 COMPRIMIDOS RECUBIERTOS 	MEDIPHARM LTDA. 	Salcobrand 	1399 	Colipi 484 	Copiapó 	Atacama
25838 	GESIDOL 	500 mg 	24 COMPRIMIDOS 	MEDIPHARM LTDA. 	Salcobrand 	1490 	Colipi 484 	Copiapó 	Atacama
25839 	ODATRON 	 4 mg 	2 COMPRIMIDOS BUCODISPERSABLES 	LABORATORIO PASTEUR S.A. 	Salcobrand 	13199 	Colipi 484 	Copiapó 	Atacama
25840 	DEATEN 	80 mg 	15 COMPRIMIDOS 	LABORATORIOS ANDRÓMACO S.A. 	Salcobrand 	39999 	Colipi 484 	Copiapó 	Atacama
25841 	CLAVAM DUO 875/125 	875/125 	14 COMPRIMIDOS RECUBIERTOS 	EUROFARMA CHILE S.A. 	Salcobrand 	19999 	Colipi 484 	Copiapó 	Atacama
25842 	T4 - BAGÓ 	75 mcg 	50 COMPRIMIDOS 	LABORATORIO BAGÓ DE CHILE S.A. 	Salcobrand 	7299 	Colipi 484 	Copiapó 	Atacama
25843 	PREGALEX 	75 mg 	30 COMPRIMIDOS 	LABORATORIOS ANDRÓMACO S.A. 	Salcobrand 	19499 	Colipi 484 	Copiapó 	Atacama
25844 	PREGALEX 	150 mg 	30 COMPRIMIDOS 	LABORATORIOS ANDRÓMACO S.A. 	Salcobrand 	37099 	Colipi 484 	Copiapó 	Atacama
25845 	CORDIAX 80 	80 mg 	30 COMPRIMIDOS 	LABORATORIOS RECALCINE S.A. 	Salcobrand 	24499 	Colipi 484 	Copiapó 	Atacama
25846 	EMERGEN 	100 mg 	30 COMPRIMIDOS 	LABORATORIO CHILE S.A. 	Salcobrand 	34999 	Colipi 484 	Copiapó 	Atacama
25847 	APEPLUS 	 1 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS LAFI LTDA. 	Salcobrand 	24999 	Colipi 484 	Copiapó 	Atacama
25848 	CICLOBENZAPRINA CLORHIDRATO 	10 mg 	20 COMPRIMIDOS RECUBIERTOS 	LABORATORIO CHILE S.A. 	Salcobrand 	2099 	Colipi 484 	Copiapó 	Atacama
25849 	TAXUS 	20 mg 	30 COMPRIMIDOS 	TECNOFARMA S.A. 	Salcobrand 	8799 	Colipi 484 	Copiapó 	Atacama
25850 	KOPODEX 	500 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS RECALCINE S.A. 	Salcobrand 	23099 	Colipi 484 	Copiapó 	Atacama
25851 	KOPODEX 	1000 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS RECALCINE S.A. 	Salcobrand 	47799 	Colipi 484 	Copiapó 	Atacama
25852 	MAXIMOX 875/125 	875/125 	14 COMPRIMIDOS RECUBIERTOS 	LABORATORIO PASTEUR S.A. 	Salcobrand 	13399 	Colipi 484 	Copiapó 	Atacama
25853 	LODIPRES 	12,5 mg 	30 COMPRIMIDOS 	LABORATORIO CHILE S.A. 	Salcobrand 	18099 	Colipi 484 	Copiapó 	Atacama
25854 	FUROSEMIDA 	40 mg 	12 COMPRIMIDOS 	LABORATORIOS ANDRÓMACO S.A. 	Salcobrand 	899 	Colipi 484 	Copiapó 	Atacama
25855 	AMULSIN 	10 mg 	30 COMPRIMIDOS RECUBIERTOS 	INSTITUTO SANITAS S.A. 	Salcobrand 	43399 	Colipi 484 	Copiapó 	Atacama
25856 	AMULSIN 	 5 mg 	30 COMPRIMIDOS RECUBIERTOS 	INSTITUTO SANITAS S.A. 	Salcobrand 	27999 	Colipi 484 	Copiapó 	Atacama
25857 	MICOSET 	250 mg 	28 COMPRIMIDOS 	LABORATORIO BAGÓ DE CHILE S.A. 	Salcobrand 	23499 	Colipi 484 	Copiapó 	Atacama
25858 	CICLOBENZAPRINA CLORHIDRATO 	10 mg 	20 COMPRIMIDOS RECUBIERTOS 	MINTLAB Co. S.A. 	Salcobrand 	2099 	Colipi 484 	Copiapó 	Atacama
25859 	ALOPURINOL 	100 mg 	20 COMPRIMIDOS 	MINTLAB Co. S.A. 	Salcobrand 	1399 	Colipi 484 	Copiapó 	Atacama
25860 	TENSODOX 	 5 mg 	20 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS LAFI LTDA. 	Salcobrand 	9299 	Colipi 484 	Copiapó 	Atacama
25861 	IDENA 	150 mg 	1 COMPRIMIDOS RECUBIERTOS 	TECNOFARMA S.A. 	Salcobrand 	25699 	Colipi 484 	Copiapó 	Atacama
25862 	ARRUMAL 	30 mg 	30 COMPRIMIDOS 	PHARMA INVESTI DE CHILE S.A. 	Salcobrand 	38099 	Colipi 484 	Copiapó 	Atacama
25863 	BETAPLEX 	25 mg 	30 COMPRIMIDOS 	LABORATORIOS LAFI LTDA. 	Salcobrand 	21699 	Colipi 484 	Copiapó 	Atacama
25864 	ORALNE 	10 mg 	30 CÁPSULAS BLANDAS 	DEUTSCHE PHARMA S.A. 	Salcobrand 	28890 	Colipi 484 	Copiapó 	Atacama
25865 	ORALNE 	20 mg 	30 CÁPSULAS BLANDAS 	DEUTSCHE PHARMA S.A. 	Salcobrand 	44999 	Colipi 484 	Copiapó 	Atacama
25866 	BIVIR 	s/i 	60 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS ANDRÓMACO S.A. 	Salcobrand 	86999 	Colipi 484 	Copiapó 	Atacama
25867 	CAPSURE 	200 mg 	10 CÁPSULAS 	PFIZER CHILE S.A. 	Salcobrand 	13299 	Colipi 484 	Copiapó 	Atacama
25868 	PANTOCAL 	40 mg 	28 COMPRIMIDOS CON RECUBRIMIENTO ENTÉRICO 	EUROFARMA CHILE S.A. 	Salcobrand 	20999 	Colipi 484 	Copiapó 	Atacama
25869 	ARATAN 	100 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS ANDRÓMACO S.A. 	Salcobrand 	19999 	Colipi 484 	Copiapó 	Atacama
25870 	PRESTAT 	75 mg 	40 COMPRIMIDOS 	LABORATORIO BAGÓ DE CHILE S.A. 	Salcobrand 	12699 	Colipi 484 	Copiapó 	Atacama
25871 	PRESTAT 	150 mg 	40 COMPRIMIDOS 	LABORATORIO BAGÓ DE CHILE S.A. 	Salcobrand 	23299 	Colipi 484 	Copiapó 	Atacama
25872 	ADROXEF 	500 mg 	14 CÁPSULAS 	LABORATORIO CHILE S.A. 	Salcobrand 	21899 	Colipi 484 	Copiapó 	Atacama
25873 	SUBELAN XR 	75 mg 	30 CÁPSULAS CON COMPRIMIDOS DE LIBERACIÓN PROLONGADA 	PHARMAVITA S.A. 	Salcobrand 	30999 	Colipi 484 	Copiapó 	Atacama
